Binomial,Intro,Est,Spread,NoLocs,LG,BM,GT,WA,NBM,LS,LY,AFB,RL,OV
Myotis_macrotarsus,0,NA,NA,NA,NA,12.64,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_montivagus,0,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_muricola,0,NA,NA,NA,NA,4.8,NA,NA,NA,1,NA,NA,NA,NA
Myotis_myotis,0,NA,NA,NA,37.1,25.59,73,41.99,6,1.5,1,730,12811.5,0.028490028
Myotis_mystacinus,0,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_nattereri,0,NA,NA,NA,23.7,7.25,NA,60.41,NA,0.99,1,NA,NA,NA
Myotis_nesopolus,0,NA,NA,NA,NA,3.56,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_nigricans,0,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_occultus,0,NA,NA,NA,NA,8.79,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_oxygnathus,0,NA,NA,NA,NA,21.23,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_oxyotus,0,NA,NA,NA,NA,5.65,NA,NA,NA,0.98,NA,NA,NA,NA
Myotis_ridleyi,0,NA,NA,NA,NA,4.06,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_riparius,0,NA,NA,NA,NA,4.57,NA,NA,NA,0.98,NA,NA,NA,NA
Myotis_rosseti,0,NA,NA,NA,NA,3.29,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_ruber,0,NA,NA,NA,NA,4.99,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_siligorensis,0,NA,NA,NA,NA,2.93,NA,NA,NA,0.98,NA,NA,NA,NA
Myotis_simus,0,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA
Myotis_sodalis,0,NA,NA,NA,20,7.15,NA,46.07,4.53,0.99,1,NA,NA,NA
Myotis_thysanodes,0,NA,NA,NA,18.3,8.49,53.55,22.69,2.53,0.99,1,NA,NA,NA
Myotis_tricolor,0,NA,NA,NA,NA,13.67,77.43,41.88,NA,0.99,1,NA,NA,NA
Myotis_velifer,0,NA,NA,NA,11.33,9.82,63.77,43,3.09,0.99,1,NA,NA,NA
Myotis_vivesi,0,NA,NA,NA,10,25.63,NA,NA,2.82,0.99,NA,NA,NA,NA
Myotis_volans,0,NA,NA,NA,21,8.71,NA,NA,2.01,0.99,1,NA,NA,NA
Myotis_welwitschii,0,NA,NA,NA,NA,15.88,NA,NA,NA,NA,NA,NA,NA,NA
Myotis_yumanensis,0,NA,NA,NA,14,5.15,NA,NA,0.79,0.99,1,NA,NA,NA
Myotomys_sloggetti,0,NA,NA,NA,NA,106.25,38,16,11.4,1.44,4,83.64583333,NA,NA
Myotomys_unisulcatus,0,NA,NA,NA,NA,102.5,36.57,13.92,12.3,1.42,NA,NA,NA,NA
Myrmecobius_fasciatus,0,NA,NA,NA,11,511.44,14,269.23,NA,3.68,NA,NA,NA,NA
Myrmecophaga_tridactyla,0,NA,NA,NA,31,29531.83,182.74,79.96,1500,1,1,1186.25,10128.75,0.036036036
Mysateles_prehensilis,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Mystacina_tuberculata,0,NA,NA,NA,7.6,13.14,NA,NA,3.2,0.99,1,NA,NA,NA
Mystromys_albicaudatus,0,NA,NA,NA,6.3,86.85,37,32,6.5,3,NA,146,2153.5,NA
Myzopoda_aurita,0,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA
Naemorhedus_baileyi,0,NA,NA,NA,19,28863.45,212.91,NA,NA,1.5,NA,NA,NA,NA
Naemorhedus_caudatus,0,NA,NA,NA,20.3,26999.99,NA,NA,NA,NA,NA,NA,NA,NA
Naemorhedus_goral,0,NA,NA,NA,17.6,28796.51,212.91,59.27,2000,1,1,949,5475,0.066666667
Naemorhedus_griseus,0,NA,NA,NA,17.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nandinia_binotata,0,NA,NA,NA,21,2167.2,65.35,63.81,56,1.84,2,1103.2125,6561.7875,0.027812543
Nanger_dama,0,NA,NA,NA,19.3,71424.81,194.93,NA,NA,1,NA,NA,NA,NA
Nanger_granti,0,NA,NA,NA,19.7,55464.46,191.21,NA,5215.17,1,NA,250.9375,6939.5625,NA
Nanger_soemmerringii,0,NA,NA,NA,15.5,41582.93,192.53,NA,NA,1,NA,802.23,4855.27,NA
Nanonycteris_veldkampii,0,NA,NA,NA,NA,21.89,NA,NA,NA,0.98,NA,NA,NA,NA
Napaeozapus_insignis,0,NA,NA,NA,4,22.25,22.73,34.99,0.93,4.5,1.25,255.5,1204.5,0.242424242
Nasalis_larvatus,0,NA,NA,NA,25.1,12265.65,165.04,211.75,450,1.02,0.67,1642.5,7519,0.072453268
Nasua_narica,0,NA,NA,NA,26.4,4578.43,76.82,132.63,140,4,NA,699.5833333,8936.416667,NA
Nasua_nasua,1,1,NA,3,23.7,3775.5,75.06,113.15,144.91,3.69,1,973.9776,7676.5224,0.047547572
Nasuella_olivacea,0,NA,NA,NA,NA,1339.99,NA,NA,NA,NA,NA,NA,NA,NA
Natalus_stramineus,0,NA,NA,NA,4.83,5.68,244.85,50.53,1.83,0.99,1,NA,NA,NA
Natalus_tumidirostris,0,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA
Neacomys_guianae,0,NA,NA,NA,NA,15.87,NA,NA,NA,NA,NA,NA,NA,NA
Neacomys_spinosus,0,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
Neacomys_tenuipes,0,NA,NA,NA,NA,19,NA,NA,NA,3.94,6.1,30.41666667,NA,NA
Neamblysomus_julianae,0,NA,NA,NA,NA,21.99,NA,NA,NA,0.96,NA,NA,NA,NA
Necromys_amoenus,0,NA,NA,NA,NA,27.09,NA,NA,NA,NA,NA,NA,NA,NA
Necromys_lactens,0,NA,NA,NA,NA,32.9,NA,NA,NA,NA,NA,NA,NA,NA
Necromys_lasiurus,0,NA,NA,NA,NA,39.93,21.97,NA,3.57,4.5,NA,136.87,NA,NA
Necromys_obscurus,0,NA,NA,NA,NA,40.69,NA,NA,NA,4.86,NA,NA,NA,NA
Necromys_punctulatus,0,NA,NA,NA,NA,37.3,NA,NA,NA,NA,NA,NA,NA,NA
Necromys_temchuki,0,NA,NA,NA,NA,47.2,NA,NA,NA,NA,NA,NA,NA,NA
Necromys_urichi,0,NA,NA,NA,NA,44.84,NA,NA,NA,5.18,3.6,82.125,NA,NA
Nectogale_elegans,0,NA,NA,NA,NA,38.82,NA,NA,NA,NA,NA,NA,NA,NA
Nectomys_rattus,0,NA,NA,NA,NA,248.8,NA,NA,NA,4.5,NA,NA,NA,NA
Nectomys_squamipes,0,NA,NA,NA,NA,184.98,NA,NA,NA,4.5,NA,NA,NA,NA
Nelsonia_neotomodon,0,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
Neodon_juldaschi,0,NA,NA,NA,NA,NA,NA,NA,NA,3.53,NA,NA,NA,NA
Neodon_sikimensis,0,NA,NA,NA,NA,NA,NA,NA,NA,2.25,NA,NA,NA,NA
Neofelis_nebulosa,0,NA,NA,NA,19.8,14945.05,93.44,111.67,166.49,2.25,NA,799.9583333,6427.041667,NA
Neofiber_alleni,0,NA,NA,NA,NA,265.38,28.26,20.92,9.33,2.33,4.5,90.64166667,NA,NA
Neohylomys_hainanensis,0,NA,NA,NA,NA,52.21,NA,NA,NA,NA,NA,NA,NA,NA
Neomonachus_tropicalis,0,NA,NA,NA,NA,197758.36,NA,NA,NA,1,NA,NA,NA,NA
Neomys_anomalus,0,NA,NA,NA,2,13.19,26,27.84,0.58,7.1,NA,159.6875,570.3125,NA
Neomys_fodiens,0,NA,NA,NA,3.1,15.26,21.38,35.34,0.71,6.39,2,159.6875,971.8125,0.187793427
Neophascogale_lorentzi,0,NA,NA,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA
Neophoca_cinerea,0,NA,NA,NA,24.1,189274.99,265.94,542.19,7147.62,1.35,0.69,1095,7701.5,0.068686036
Neophocaena_phocaenoides,0,NA,NA,NA,33,32500,319.01,319.37,6657.53,0.97,0.5,2088.7125,9956.2875,0.073320502
Neopteryx_frosti,0,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA
Neoromicia_capensis,0,NA,NA,NA,NA,5.96,NA,NA,2,1.96,NA,NA,NA,NA
Neoromicia_flavescens,0,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA
Neoromicia_helios,0,NA,NA,NA,NA,3.56,NA,NA,NA,NA,NA,NA,NA,NA
Neoromicia_melckorum,0,NA,NA,NA,NA,NA,NA,NA,NA,1.98,NA,NA,NA,NA
Neoromicia_nanus,0,NA,NA,NA,NA,3.88,75.56,NA,NA,1.86,1.5,NA,NA,NA
Neoromicia_rendalli,0,NA,NA,NA,NA,6.42,NA,NA,NA,NA,NA,NA,NA,NA
Neoromicia_somalicus,0,NA,NA,NA,NA,3.53,NA,NA,NA,2,NA,NA,NA,NA
Neoromicia_tenuipinnis,0,NA,NA,NA,NA,5.35,NA,NA,NA,NA,NA,NA,NA,NA
Neoromicia_zuluensis,0,NA,NA,NA,NA,4.14,NA,NA,NA,NA,NA,NA,NA,NA
Neotetracus_sinensis,0,NA,NA,NA,NA,NA,NA,NA,NA,4.28,2,NA,NA,NA
Neotoma_albigula,0,NA,NA,NA,9.5,208.18,37,33.5,11.21,2.14,2,152.0833333,3315.416667,0.055045872
Neotoma_angustapalata,0,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma_anthonyi,0,NA,NA,NA,NA,195.4,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma_bryanti,0,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma_bunkeri,0,NA,NA,NA,NA,375,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma_chrysomelas,0,NA,NA,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA
Neotoma_cinerea,0,NA,NA,NA,3,285.89,29.69,26.35,14.4,3.45,1.5,352.5291667,742.4708333,0.327734535
Neotoma_devia,0,NA,NA,NA,NA,200,36.5,21.29166667,NA,2.1,NA,76.04166667,NA,NA
Neotoma_floridana,0,NA,NA,NA,8.6,249.16,34.84,37.31,14.04,3.11,2.5,143.2625,2995.7375,0.048735912
Neotoma_fuscipes,0,NA,NA,NA,NA,213.26,33.21,27.49,13.15,2.79,1.75,182.5,NA,NA
Neotoma_goldmani,0,NA,NA,NA,NA,198,NA,NA,NA,1.29,NA,NA,NA,NA
Neotoma_lepida,0,NA,NA,NA,10.5,143.88,32.99,33.24,9.36,2.7,3.5,128.0541667,3704.445833,0.028151502
Neotoma_macrotis,0,NA,NA,NA,NA,225.74,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma_magister,0,NA,NA,NA,NA,447,33.43,25.8,15,2,NA,NA,NA,NA
Neotoma_martinensis,0,NA,NA,NA,NA,240.16,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma_mexicana,0,NA,NA,NA,NA,203,33.21,NA,10.4,2.59,2,60.83333333,NA,NA
Neotoma_micropus,0,NA,NA,NA,3.333333333,255.14,34,29.83,11.7,2.5,2,136.2666667,1080.4,0.168918919
Neotoma_nelsoni,0,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma_palatina,0,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma_phenax,0,NA,NA,NA,NA,227.49,NA,NA,NA,2,2,NA,NA,NA
Neotoma_stephensi,0,NA,NA,NA,NA,149.22,31.65,36.6,10.6,1.06,1.9,288.9583333,NA,NA
Neotomodon_alstoni,0,NA,NA,NA,NA,44.64,27.29,NA,3.4,3.2,2.5,121.3625,NA,NA
Neotomys_ebriosus,0,NA,NA,NA,NA,64.5,NA,NA,NA,NA,NA,NA,NA,NA
Neotragus_batesi,0,NA,NA,NA,14,2967.45,181.24,NA,499.99,1,NA,365,4745,NA
Neotragus_moschatus,1,0,NA,1,14,5639.01,180,31,750,1,1.697674419,515.5,4594.5,0.046795081
Neotragus_pygmaeus,0,NA,NA,NA,14,3913.68,180,NA,NA,1,NA,NA,NA,NA
Neovison_vison,1,1,1,93,11.4,925,42,56,8.5,4.5,1,261.2791667,3899.720833,0.093596443
Nesokia_indica,0,NA,NA,NA,NA,178.08,17,NA,NA,4.18,NA,NA,NA,NA
Nesolagus_netscheri,0,NA,NA,NA,NA,1511.67,NA,NA,NA,NA,NA,NA,NA,NA
Nesomys_audeberti,0,NA,NA,NA,NA,214.04,NA,NA,NA,NA,NA,NA,NA,NA
Nesomys_lambertoni,0,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA
Nesomys_rufus,0,NA,NA,NA,NA,163.96,NA,NA,NA,NA,NA,NA,NA,NA
Neurotrichus_gibbsii,0,NA,NA,NA,NA,9.56,21.27,NA,0.6,2.99,1,NA,NA,NA
Neusticomys_monticolus,0,NA,NA,NA,NA,39.5,NA,NA,NA,1.94,NA,NA,NA,NA
Neusticomys_mussoi,0,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
Neusticomys_oyapocki,0,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA
Neusticomys_peruviensis,0,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
Neusticomys_venezuelae,0,NA,NA,NA,NA,47.1,NA,NA,NA,NA,NA,NA,NA,NA
Ningaui_ridei,0,NA,NA,NA,2,9.42,13.49,90.74,0.005,5.99,2,NA,NA,NA
Ningaui_timealeyi,0,NA,NA,NA,2,6.37,NA,NA,NA,5.7,2,NA,NA,NA
Ningaui_yvonnae,0,NA,NA,NA,NA,9.3,NA,NA,NA,7,2,NA,NA,NA
Niviventer_coninga,0,NA,NA,NA,NA,80.65,NA,NA,NA,2.37,NA,NA,NA,NA
Niviventer_cremoriventer,0,NA,NA,NA,NA,71.54,NA,NA,NA,3.7,NA,NA,NA,NA
Niviventer_culturatus,0,NA,NA,NA,NA,81.17,NA,NA,NA,NA,NA,NA,NA,NA
Niviventer_eha,0,NA,NA,NA,NA,NA,NA,NA,NA,4.86,NA,NA,NA,NA
Niviventer_fulvescens,0,NA,NA,NA,NA,81.79,NA,NA,NA,4.41,NA,NA,NA,NA
Niviventer_niviventer,0,NA,NA,NA,NA,100,NA,NA,3.75,NA,NA,NA,NA,NA
Niviventer_rapit,0,NA,NA,NA,NA,79.73,NA,NA,NA,NA,NA,NA,NA,NA
Noctilio_albiventris,0,NA,NA,NA,NA,31.46,NA,77.56,6.16,0.99,NA,NA,NA,NA
Noctilio_leporinus,0,NA,NA,NA,11.8,29.93,NA,NA,NA,NA,1,NA,NA,NA
Nomascus_concolor,0,NA,NA,NA,44.1,6410.47,205.81,635.13,NA,1.01,NA,3285,12811.5,NA
Nomascus_leucogenys,0,NA,NA,NA,NA,7320,NA,NA,497.33,NA,NA,NA,NA,NA
Notiomys_edwardsii,0,NA,NA,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA
Notiosorex_crawfordi,0,NA,NA,NA,1.25,4.79,NA,39.7,0.82,3.69,2,NA,NA,NA
Notiosorex_evotis,0,NA,NA,NA,NA,5.28,NA,NA,NA,NA,NA,NA,NA,NA
Notomys_alexis,0,NA,NA,NA,6.4,32.34,32.67,30,2.29,4.01,NA,76.04166667,2259.958333,NA
Notomys_aquilo,0,NA,NA,NA,NA,38.99,53.22916667,NA,NA,3,NA,NA,NA,NA
Notomys_cervinus,0,NA,NA,NA,NA,34.79,41.54,32.62,NA,2.95,NA,161.2083333,NA,NA
Notomys_fuscus,0,NA,NA,NA,NA,39.28,34.99,30,NA,3.07,NA,82.125,NA,NA
Notomys_mitchellii,0,NA,NA,NA,5.3,42.8,35.97,30.2,NA,3.28,NA,73,1861.5,NA
Notopteris_macdonaldi,0,NA,NA,NA,NA,68.17,NA,NA,NA,0.99,NA,NA,NA,NA
Notopteris_neocaledonica,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Notoryctes_typhlops,0,NA,NA,NA,1.5,55,NA,NA,NA,1,NA,NA,NA,NA
Nyctalus_aviator,0,NA,NA,NA,NA,NA,NA,NA,NA,1.91,NA,NA,NA,NA
Nyctalus_lasiopterus,0,NA,NA,NA,NA,45.98,NA,59.44,5.6,1.82,NA,NA,NA,NA
Nyctalus_leisleri,0,NA,NA,NA,16,12.47,NA,NA,NA,1.73,1,NA,NA,NA
Nyctalus_noctula,0,NA,NA,NA,12,28.48,72.24,47.89,5.57,1.33,1,365,4015,0.090909091
Nyctereutes_procyonoides,1,1,1,47,16.6,4214.99,61.84,49.69,87.42,6.36,1,730,5329,0.068493151
Nycteris_arge,0,NA,NA,NA,NA,10.79,NA,58.26,4,0.98,NA,NA,NA,NA
Nycteris_gambiensis,0,NA,NA,NA,NA,7.13,NA,NA,NA,NA,NA,NA,NA,NA
Nycteris_grandis,0,NA,NA,NA,NA,29.8,NA,NA,NA,1,NA,NA,NA,NA
Nycteris_hispida,0,NA,NA,NA,NA,7.98,91.24,NA,NA,0.99,1,NA,NA,NA
Nycteris_javanica,0,NA,NA,NA,NA,17.78,NA,NA,NA,1,NA,NA,NA,NA
Nycteris_macrotis,0,NA,NA,NA,NA,14.49,78.21,60.41,NA,0.99,2.25,NA,NA,NA
Nycteris_madagascariensis,0,NA,NA,NA,NA,17.69,NA,NA,NA,NA,NA,NA,NA,NA
Nycteris_nana,0,NA,NA,NA,NA,6.98,107.97,52.5,NA,1,1,NA,NA,NA
Nycteris_thebaica,0,NA,NA,NA,NA,9.2,114.95,60.83,NA,1,1.5,NA,NA,NA
Nycteris_tragata,0,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA
Nycteris_woodi,0,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA
Nycticebus_bengalensis,0,NA,NA,NA,NA,1137.36,NA,NA,NA,NA,NA,NA,NA,NA
Nycticebus_coucang,0,NA,NA,NA,26.5,924.55,191.09,181.21,50.47,1.12,1,932.57,8739.93,0.041762348
Nycticebus_pygmaeus,0,NA,NA,NA,17.1,342.32,185.42,NA,19.89,1.75,NA,NA,NA,NA
Nycticeinops_schlieffeni,0,NA,NA,NA,NA,5.05,78.63,NA,NA,2.54,1,NA,NA,NA
Nycticeius_humeralis,0,NA,NA,NA,6,9.12,NA,28.28,1.73,1.94,1,NA,NA,NA
Nyctimene_aello,0,NA,NA,NA,NA,85.26,NA,NA,NA,0.98,NA,NA,NA,NA
Nyctimene_albiventer,0,NA,NA,NA,NA,29.95,NA,NA,NA,0.98,2,NA,NA,NA
Nyctimene_cephalotes,0,NA,NA,NA,NA,44.92,NA,NA,NA,0.98,NA,NA,NA,NA
Nyctimene_certans,0,NA,NA,NA,NA,43.24,NA,NA,NA,NA,NA,NA,NA,NA
Nyctimene_cyclotis,0,NA,NA,NA,NA,48.83,NA,NA,NA,NA,NA,NA,NA,NA
Nyctimene_draconilla,0,NA,NA,NA,NA,30.15,NA,NA,NA,NA,NA,NA,NA,NA
Nyctimene_major,0,NA,NA,NA,NA,107.06,NA,NA,NA,NA,NA,NA,NA,NA
Nyctimene_malaitensis,0,NA,NA,NA,NA,78.39,NA,NA,NA,NA,NA,NA,NA,NA
Nyctimene_masalai,0,NA,NA,NA,NA,53.2,NA,NA,NA,NA,NA,NA,NA,NA
Nyctimene_rabori,0,NA,NA,NA,NA,68.25,138.16,105,NA,1,1,365,NA,NA
Nyctimene_robinsoni,0,NA,NA,NA,NA,48.83,NA,NA,NA,0.99,1,NA,NA,NA
Nyctimene_vizcaccia,0,NA,NA,NA,NA,41.96,NA,NA,NA,NA,NA,NA,NA,NA
Nyctinomops_aurispinosus,0,NA,NA,NA,NA,18.43,NA,NA,NA,1,NA,NA,NA,NA
Nyctinomops_femorosaccus,0,NA,NA,NA,NA,15.04,NA,NA,NA,0.99,1,NA,NA,NA
Nyctinomops_laticaudatus,0,NA,NA,NA,NA,13.12,NA,NA,4.01,0.99,1,NA,NA,NA
Nyctinomops_macrotis,0,NA,NA,NA,NA,16.38,NA,NA,4.94,0.99,1,NA,NA,NA
Nyctomys_sumichrasti,0,NA,NA,NA,5.7,59.99,33.98,24.85,4.33,2,8.57,NA,NA,NA
Nyctophilus_arnhemensis,0,NA,NA,NA,NA,6.83,NA,NA,NA,NA,NA,NA,NA,NA
Nyctophilus_bifax,0,NA,NA,NA,NA,9.89,NA,NA,NA,2,NA,NA,NA,NA
Nyctophilus_gouldi,0,NA,NA,NA,NA,11.32,22.94,44.34,1.65,1.54,NA,NA,NA,NA
Nyctophilus_microtis,0,NA,NA,NA,NA,7.29,NA,NA,NA,NA,NA,NA,NA,NA
Nyctophilus_timoriensis,0,NA,NA,NA,NA,11.02,NA,NA,NA,2,NA,NA,NA,NA
Nyctophilus_walkeri,0,NA,NA,NA,NA,4.44,NA,NA,NA,NA,NA,NA,NA,NA
Ochotona_alpina,0,NA,NA,NA,3,150,28.98,21,8.19,3.07,2,27.98333333,1067.016667,0.171037628
Ochotona_cansus,0,NA,NA,NA,5,68.75,24.49,18,NA,3.65,2.25,NA,NA,NA
Ochotona_collaris,0,NA,NA,NA,6,129,30.41666667,NA,NA,3.35,2,365,1825,0.1
Ochotona_curzoniae,0,NA,NA,NA,NA,159.47,22.5,NA,11.2,4.39,3.5,NA,NA,NA
Ochotona_dauurica,0,NA,NA,NA,NA,131.01,30,NA,NA,5.91,2.25,365,NA,NA
Ochotona_himalayana,0,NA,NA,NA,NA,NA,NA,NA,NA,3.42,NA,NA,NA,NA
Ochotona_huangensis,0,NA,NA,NA,NA,105.33,NA,NA,NA,NA,NA,NA,NA,NA
Ochotona_hyperborea,0,NA,NA,NA,9.4,120,28,NA,9.59,3.02,NA,NA,NA,NA
Ochotona_koslowi,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Ochotona_macrotis,0,NA,NA,NA,NA,204.75,NA,NA,NA,4.23,2,365,NA,NA
Ochotona_pallasi,0,NA,NA,NA,4,NA,25,19.44,7,7.45,2.5,27.98333333,1432.016667,0.101954121
Ochotona_princeps,0,NA,NA,NA,7,157.63,30.44,26.45,11,2.88,2,347.3583333,2207.641667,0.082667401
Ochotona_pusilla,0,NA,NA,NA,4,142.5,21.99,21,6.74,8.59,3.5,31.025,1428.975,0.072979383
Ochotona_roylei,0,NA,NA,NA,NA,260,NA,21,7,3,1.5,22.50833333,NA,NA
Ochotona_rufescens,0,NA,NA,NA,NA,250,25.75,19.09,11.4,6.05,4,52.0125,NA,NA
Ochotona_rutila,0,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2.5,NA,NA,NA
Ochotona_thibetana,0,NA,NA,NA,NA,NA,NA,NA,NA,2.93,NA,NA,NA,NA
Ochrotomys_nuttalli,0,NA,NA,NA,8.416666667,22.81,29.1,20.84,2.7,2.62,NA,NA,NA,NA
Octodon_bridgesi,0,NA,NA,NA,NA,162.25,NA,NA,NA,NA,NA,NA,NA,NA
Octodon_degus,1,NA,NA,1,14,203.27,90.59,31.12,14.19,5.31,2,319.282032,4790.717968,0.038094499
Octodon_lunatus,0,NA,NA,NA,NA,200.55,NA,NA,NA,NA,NA,NA,NA,NA
Octodontomys_gliroides,0,NA,NA,NA,7.333333333,155.77,104.5,41.975,20,2.04,NA,NA,NA,NA
Octomys_mimax,0,NA,NA,NA,NA,124.43,NA,NA,NA,NA,NA,NA,NA,NA
Odobenus_rosmarus,0,NA,NA,NA,40,1042996.25,357.39,591.36,59090.9,1.22,0.5,1825,12775,0.057142857
Odocoileus_hemionus,1,1,1,18,22,84560.57,203.49,73.49,3007.49,1.61,0.97,547.5,7482.5,0.050289163
Odocoileus_virginianus,1,1,1,22,23,75901.25,201.39,79.92,2949.99,1.57,1,463,7932,0.046016137
Oecomys_bicolor,0,NA,NA,NA,NA,40.74,NA,NA,NA,3.15,NA,NA,NA,NA
Oecomys_cleberi,0,NA,NA,NA,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA
Oecomys_concolor,0,NA,NA,NA,NA,46.33,NA,NA,NA,2.95,4.2,91.25,NA,NA
Oecomys_flavicans,0,NA,NA,NA,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA
Oecomys_mamorae,0,NA,NA,NA,NA,62.5,NA,NA,NA,NA,NA,NA,NA,NA
Oecomys_paricola,0,NA,NA,NA,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA
Oecomys_phaeotis,0,NA,NA,NA,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA
Oecomys_rex,0,NA,NA,NA,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA
Oecomys_roberti,0,NA,NA,NA,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA
Oecomys_rutilus,0,NA,NA,NA,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA
Oecomys_speciosus,0,NA,NA,NA,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA
Oecomys_superans,0,NA,NA,NA,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA
Oecomys_trinitatis,0,NA,NA,NA,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA
Oenomys_hypoxanthus,0,NA,NA,NA,NA,89.84,NA,30,NA,2.81,NA,116.4958333,NA,NA
Oenomys_ornatus,0,NA,NA,NA,NA,85.5,NA,NA,NA,NA,NA,NA,NA,NA
Okapia_johnstoni,0,NA,NA,NA,33.5,230001.14,442.99,181.46,18325.61,0.98,1,725.7416667,11501.75833,0.031734278
Olallamys_albicauda,0,NA,NA,NA,NA,273.5,NA,NA,NA,NA,NA,NA,NA,NA
Olallamys_edax,0,NA,NA,NA,NA,206.4,NA,NA,NA,NA,NA,NA,NA,NA
Oligoryzomys_andinus,0,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA
Oligoryzomys_arenalis,0,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA
Oligoryzomys_chacoensis,0,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
Oligoryzomys_delticola,0,NA,NA,NA,NA,29.39,NA,NA,NA,3.3,NA,NA,NA,NA
Oligoryzomys_destructor,0,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA
Oligoryzomys_eliurus,0,NA,NA,NA,NA,34.58,NA,NA,NA,NA,NA,NA,NA,NA
Oligoryzomys_flavescens,0,NA,NA,NA,NA,21.3,NA,NA,NA,4.95,NA,NA,NA,NA
Oligoryzomys_fulvescens,0,NA,NA,NA,NA,25,NA,NA,NA,3.64,NA,NA,NA,NA
Oligoryzomys_griseolus,0,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA
Oligoryzomys_longicaudatus,0,NA,NA,NA,NA,27.54,NA,NA,NA,4.77,NA,NA,NA,NA
Oligoryzomys_magellanicus,0,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA
Oligoryzomys_microtis,0,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA
Oligoryzomys_nigripes,0,NA,NA,NA,NA,20.33,25.24583333,14.44,NA,3.59,NA,58.70416667,NA,NA
Ommatophoca_rossii,0,NA,NA,NA,21,208252.12,349.79,27.84,17000,0.96,1,1262.595833,6402.404167,0.057009834
Ondatra_zibethicus,1,1,1,350,10,991.31,27.86,27.84,21.99,6.55,2.43,365,3285,0.045724737
